	Heterocephalus_glaber	Bos_taurus	Sus_scrofa	Pongo_abelii	Loxodonta_africana	Balaenoptera_acutorostrata	Delphinapterus_leucas	Tursiops_truncatus	Cavia_porcellus	Oryctolagus_cuniculus	Felis_catus	Ailuropoda_melanoleuca	Canis_lupus	Homo_sapiens	Pan_troglodytes	Pan_paniscus	Papio_anubis	Macaca_mulatta	Macaca_fascicularis	Macaca_nemestrina	Mandrillus_leucophaeus	Cercocebus_atys	Pteropus_alecto	Nomascus_leucogenys	Aotus_nancymaae	Ursus_maritimus	Rattus_norvegicus	Mus_musculus	Meleagris_gallopavo	Gallus_gallus	Anas_platyrhynchos	Manacus_vitellinus	Anolis_carolinensis	Alligator_mississippiensis	Alligator_sinensis	Xenopus_tropicalis	Nothobranchius_furzeri	Oryzias_latipes	Salmo_salar	Oncorhynchus_mykiss	Oreochromis_niloticus	Astyanax_mexicanus	Taeniopygia_guttata	Branchiostoma_floridae	Strongylocentrotus_purpuratus	Crassostrea_gigas	Cebus_capucinus	Tinamus_guttatus	Loa_loa	Strongyloides_ratti	Brugia_malayi	Caenorhabditis_elegans	Caenorhabditis_remanei	Zootermopsis_nevadensis	Oryza_brachyantha	Capsaspora_owczarzaki	Guillardia_theta	Auxenochlorella_protothecoides	Micromonas_pusilla	Micromonas_commoda	Ostreococcus_tauri	Ostreococcus_sp.	Physcomitrella_patens	Selaginella_moellendorffii	Habropoda_laboriosa	Cicer_arietinum	Cajanus_cajan	Eutrema_salsugineum	Arabidopsis_lyrata	Brassica_napus	Arabidopsis_thaliana	Rosa_chinensis	Prunus_persica	Populus_trichocarpa	Eucalyptus_grandis	Cucumis_sativus	Helianthus_annuus	Erythranthe_guttata	Nicotiana_attenuata	Solanum_tuberosum	Nicotiana_tabacum	Solanum_lycopersicum	Capsicum_annuum	Spinacia_oleracea	Gossypium_hirsutum	Gossypium_raimondii	Morus_notabilis	Citrus_clementina	Citrus_sinensis	Musa_acuminata	Setaria_italica	Sorghum_bicolor	Zea_mays	Oryza_sativa	Brachypodium_distachyon	Cyanidioschyzon_merolae	Emiliania_huxleyi	Physeter_catodon	Theileria_parva	Theileria_annulata	Theileria_equi	Cryptosporidium_muris	Cryptosporidium_parvum	Thalassiosira_pseudonana	Phytophthora_parasitica	Phytophthora_infestans	Aphanomyces_invadans	Aphanomyces_astaci	Lobosporangium_transversale	Batrachochytrium_dendrobatidis	Rhizophagus_irregularis	Helobdella_robusta	Phycomyces_blakesleeanus	Wallemia_ichthyophaga	Malassezia_pachydermatis	Malassezia_globosa	Pseudozyma_hubeiensis	Kalmanozyma_brasiliensis	Kockovaella_imperatae	Cryptococcus_neoformans	Cryptococcus_gattii	Mixia_osmundae	Rhodotorula_graminis	Melampsora_larici-populina	Heterobasidion_irregulare	Dictyostelium_purpureum	Postia_placenta	Schizosaccharomyces_japonicus	Pneumocystis_jirovecii	Pneumocystis_murina	Tuber_melanosporum	Marssonina_brunnea	Sclerotinia_sclerotiorum	Leptosphaeria_maculans	Bipolaris_zeicola	Parastagonospora_nodorum	Fonsecaea_erecta	Coccidioides_immitis	Uncinocarpus_reesii	Trichophyton_benhamiae	Nannizzia_gypsea	Microsporum_canis	Talaromyces_stipitatus	Aspergillus_terreus	Aspergillus_clavatus	Aspergillus_fumigatus	Aspergillus_thermomutatus	Aspergillus_novofumigatus	Aspergillus_niger	Aspergillus_sclerotioniger	Aspergillus_heteromorphus	Aspergillus_eucalypticola	Aspergillus_oryzae	Aspergillus_nomius	Pestalotiopsis_fici	Aspergillus_bombycis	Histoplasma_capsulatum	Blastomyces_gilchristii	Paracoccidioides_brasiliensis	Paracoccidioides_lutzii	Sordaria_macrospora	Neurospora_crassa	Thermothelomyces_thermophila	Chaetomium_globosum	Chaetomium_thermophilum	Thielavia_terrestris	Grosmannia_clavigera	Pochonia_chlamydosporia	Trichoderma_atroviride	Trichoderma_reesei	Trichoderma_virens	Fusarium_venenatum	Fusarium_graminearum	Fusarium_oxysporum	Fusarium_verticillioides	Colletotrichum_higginsianum	Colletotrichum_graminicola	Colletotrichum_orchidophilum	Verticillium_dahliae	Verticillium_alfalfae	Amborella_trichopoda	Baudoinia_panamericana	Zymoseptoria_tritici	Lucilia_cuprina	Candida_auris	Candida_haemulonis	Candida_pseudohaemulonis	Clavispora_lusitaniae	Metschnikowia_bicuspidata	Scheffersomyces_stipitis	Meyerozyma_guilliermondii	Talaromyces_marneffei	Candida_albicans	Candida_viswanathii	Candida_tropicalis	Lodderomyces_elongisporus	Spathaspora_passalidarum	Wickerhamomyces_anomalus	Tetrapisispora_blattae	Vanderwaltozyma_polyspora	Tetrapisispora_phaffii	Kluyveromyces_marxianus	Eremothecium_sinecaudum	Eremothecium_cymbalariae	Eremothecium_gossypii	Lachancea_thermotolerans	Lachancea_lanzarotensis	Naumovozyma_dairenensis	Kazachstania_naganishii	Kazachstania_africana	Saccharomyces_cerevisiae	Drosophila_ficusphila	Naumovozyma_castellii	Kuraishia_capsulata	Ogataea_parapolymorpha	Dipodomys_ordii
Parastagonospora_nodorum	0.48538	0.42269	0.42159	0.42375	0.4302	0.4208	0.51148	0.51977	0.42003	0.41773	0.41773	0.41773	0.41773	0.42002	0.42026	0.42005	0.42189	0.41774	0.41773	0.45939	0.4759	0.47408	0.41843	0.41774	0.42404	0.47715	0.41849	0.42332	0.40619	0.40594	0.41517	0.4227	0.39721	0.48684	0.4071	0.39638	0.3925	0.39301	0.39089	0.40063	0.39205	0.48318	0.3874	0.37238	0.34603	0.33958	0.4905	0.49352	0.49048	0.8483	0.71983	0.71983	0.7198	0.63001	0.41793	0.18472	0.21496	0.26882	0.23753	0.23814	0.23389	0.23314	0.2082	0.23402	0.24356	0.2512	0.26251	0.2523	0.25532	0.25294	0.25289	0.25435	0.25418	0.28169	0.25144	0.25222	0.26026	0.26383	0.26693	0.26758	0.26992	0.35214	0.26762	0.26927	0.25373	0.25518	0.25274	0.25279	0.25435	0.25965	0.25303	0.25563	0.26299	0.25676	0.25808	0.29015	0.25404	0.29611	0.31548	0.31441	0.3224	0.27858	0.30816	0.3039	0.2911	0.29564	0.28331	0.28331	0.12114	0.19907	0.1436	0.2555	0.2555	0.16643	0.14368	0.15312	0.20564	0.20564	0.1513	0.1545	0.15526	0.22518	0.23313	0.23993	0.12846	0.1276	0.12866	0.08495	0.09284	0.08966	0.04967	0.04715	0.03878	0.00597	0.02966	0.0	0.06784	0.05622	0.05865	0.06492	0.07074	0.06621	0.07759	0.08351	0.0911	0.08682	0.0868	0.0868	0.08681	0.09012	0.08931	0.08716	0.08272	0.08432	0.08522	0.08431	0.05882	0.05557	0.05967	0.05802	0.09145	0.09798	0.08447	0.08831	0.09571	0.09076	0.09357	0.08696	0.09798	0.09857	0.097	0.0899	0.0899	0.09144	0.09154	0.08822	0.09286	0.08814	0.1137	0.11285	0.03432	0.04821	0.04336	0.24891	0.12271	0.12116	0.12116	0.11748	0.13585	0.09352	0.09831	0.09822	0.10032	0.10337	0.10432	0.10601	0.10302	0.11417	0.14054	0.1274	0.1309	0.13429	0.13057	0.13166	0.13005	0.12906	0.12984	0.12516	0.13065	0.12903	0.12982	0.12982	0.12821	0.13427	0.12166	0.42002
Fonsecaea_erecta	0.50862	0.44594	0.44484	0.447	0.45345	0.44404	0.53472	0.54301	0.44327	0.44098	0.44098	0.44098	0.44098	0.44326	0.4435	0.44329	0.44514	0.44098	0.44097	0.48263	0.49915	0.49733	0.44168	0.44098	0.44728	0.50039	0.44174	0.44656	0.42943	0.42918	0.43842	0.44594	0.42046	0.51008	0.43034	0.41963	0.41575	0.41626	0.41414	0.42387	0.41529	0.50642	0.41064	0.39563	0.36928	0.36283	0.51374	0.51676	0.51373	0.87155	0.74307	0.74308	0.74305	0.65326	0.44117	0.20797	0.23821	0.29206	0.26077	0.26139	0.25713	0.25638	0.23145	0.25726	0.26681	0.27445	0.28575	0.27555	0.27856	0.27618	0.27613	0.2776	0.27743	0.30493	0.27469	0.27547	0.28351	0.28708	0.29017	0.29083	0.29317	0.37539	0.29087	0.29252	0.27697	0.27843	0.27599	0.27603	0.27759	0.28289	0.27628	0.27888	0.28623	0.28	0.28132	0.31339	0.27728	0.31935	0.33873	0.33766	0.34565	0.30183	0.3314	0.32714	0.31434	0.31888	0.30656	0.30655	0.14439	0.22231	0.16684	0.27875	0.27874	0.18968	0.16692	0.17636	0.22888	0.22889	0.17455	0.17775	0.1785	0.24843	0.25637	0.26318	0.1517	0.15085	0.15191	0.10819	0.11608	0.11291	0.07292	0.07039	0.06202	0.06946	0.09315	0.06784	0.0	0.06293	0.06536	0.07163	0.07745	0.07292	0.0843	0.09022	0.09781	0.09353	0.09351	0.09351	0.09352	0.09682	0.09602	0.09387	0.08943	0.09103	0.09193	0.09102	0.06553	0.06228	0.06638	0.06473	0.1147	0.12123	0.10772	0.11156	0.11896	0.11401	0.11682	0.11021	0.12122	0.12181	0.12025	0.11315	0.11315	0.11469	0.11478	0.11146	0.1161	0.11138	0.13694	0.1361	0.05756	0.07146	0.06661	0.27216	0.14595	0.14441	0.14441	0.14072	0.15909	0.11677	0.12156	0.12146	0.12357	0.12662	0.12756	0.12926	0.12627	0.13741	0.16378	0.15065	0.15414	0.15753	0.15382	0.15491	0.15329	0.15231	0.15309	0.1484	0.1539	0.15227	0.15306	0.15306	0.15146	0.15751	0.14491	0.44327
Coccidioides_immitis	0.497	0.43432	0.43322	0.43538	0.44183	0.43242	0.5231	0.53139	0.43165	0.42936	0.42936	0.42936	0.42936	0.43164	0.43188	0.43167	0.43352	0.42936	0.42935	0.47101	0.48753	0.48571	0.43006	0.42936	0.43566	0.48877	0.43012	0.43494	0.41781	0.41756	0.4268	0.43432	0.40884	0.49846	0.41872	0.40801	0.40413	0.40464	0.40252	0.41225	0.40367	0.4948	0.39902	0.38401	0.35766	0.35121	0.50212	0.50514	0.50211	0.85993	0.73145	0.73146	0.73143	0.64164	0.42956	0.19635	0.22659	0.28044	0.24915	0.24977	0.24551	0.24476	0.21983	0.24564	0.25519	0.26283	0.27413	0.26393	0.26694	0.26456	0.26451	0.26598	0.26581	0.29331	0.26307	0.26385	0.27189	0.27546	0.27855	0.27921	0.28155	0.36377	0.27925	0.2809	0.26535	0.26681	0.26437	0.26441	0.26597	0.27127	0.26466	0.26726	0.27461	0.26838	0.2697	0.30177	0.26566	0.30773	0.32711	0.32604	0.33403	0.29021	0.31978	0.31552	0.30272	0.30726	0.29494	0.29493	0.13277	0.21069	0.15522	0.26713	0.26712	0.17806	0.1553	0.16474	0.21726	0.21727	0.16293	0.16613	0.16689	0.23681	0.24475	0.25156	0.14008	0.13923	0.14029	0.09657	0.10446	0.10129	0.0613	0.05878	0.0504	0.05784	0.08153	0.05622	0.06293	0.0	0.00411	0.01709	0.02292	0.01839	0.02977	0.03569	0.04327	0.039	0.03897	0.03898	0.03899	0.04229	0.04149	0.03934	0.0349	0.0365	0.0374	0.03649	0.011	0.00775	0.01185	0.0102	0.10308	0.10961	0.09609	0.09993	0.10734	0.10239	0.1052	0.09859	0.1096	0.11019	0.10863	0.10153	0.10153	0.10307	0.10316	0.09984	0.10448	0.09976	0.12532	0.12448	0.04594	0.05984	0.05499	0.26054	0.13433	0.13279	0.13279	0.1291	0.14747	0.10515	0.10994	0.10984	0.11195	0.115	0.11594	0.11764	0.11465	0.12579	0.15216	0.13903	0.14252	0.14591	0.1422	0.14329	0.14167	0.14069	0.14147	0.13678	0.14227	0.14065	0.14144	0.14144	0.13984	0.14589	0.13329	0.43165
Uncinocarpus_reesii	0.49944	0.43675	0.43565	0.43781	0.44426	0.43486	0.52554	0.53382	0.43409	0.43179	0.43179	0.43179	0.43179	0.43407	0.43432	0.4341	0.43595	0.43179	0.43178	0.47344	0.48996	0.48814	0.43249	0.43179	0.43809	0.49121	0.43255	0.43738	0.42025	0.41999	0.42923	0.43676	0.41127	0.5009	0.42116	0.41044	0.40656	0.40707	0.40495	0.41468	0.4061	0.49723	0.40146	0.38644	0.36009	0.35364	0.50455	0.50758	0.50454	0.86236	0.73389	0.73389	0.73386	0.64407	0.43199	0.19878	0.22902	0.28287	0.25159	0.2522	0.24795	0.2472	0.22226	0.24808	0.25762	0.26526	0.27657	0.26636	0.26938	0.26699	0.26695	0.26841	0.26824	0.29574	0.2655	0.26628	0.27432	0.27789	0.28099	0.28164	0.28398	0.3662	0.28168	0.28333	0.26779	0.26924	0.2668	0.26684	0.26841	0.27371	0.26709	0.26969	0.27704	0.27082	0.27214	0.3042	0.2681	0.31017	0.32954	0.32847	0.33646	0.29264	0.32221	0.31796	0.30515	0.30969	0.29737	0.29737	0.1352	0.21313	0.15766	0.26956	0.26956	0.18049	0.15774	0.16717	0.2197	0.2197	0.16536	0.16856	0.16932	0.23924	0.24719	0.25399	0.14252	0.14166	0.14272	0.09901	0.1069	0.10372	0.06373	0.06121	0.05284	0.06027	0.08396	0.05865	0.06536	0.00411	0.0	0.01953	0.02535	0.02082	0.0322	0.03812	0.04571	0.04143	0.04141	0.04141	0.04142	0.04473	0.04392	0.04177	0.03733	0.03893	0.03983	0.03892	0.01343	0.01018	0.01428	0.01263	0.10551	0.11204	0.09853	0.10237	0.10977	0.10482	0.10763	0.10102	0.11204	0.11262	0.11106	0.10396	0.10396	0.1055	0.10559	0.10228	0.10692	0.1022	0.12776	0.12691	0.04838	0.06227	0.05742	0.26297	0.13677	0.13522	0.13522	0.13154	0.14991	0.10758	0.11237	0.11228	0.11438	0.11743	0.11838	0.12007	0.11708	0.12823	0.15459	0.14146	0.14496	0.14835	0.14463	0.14572	0.1441	0.14312	0.1439	0.13921	0.14471	0.14308	0.14387	0.14388	0.14227	0.14832	0.13572	0.43408
Trichophyton_benhamiae	0.5057	0.44302	0.44192	0.44408	0.45053	0.44113	0.53181	0.54009	0.44036	0.43806	0.43806	0.43806	0.43806	0.44034	0.44058	0.44037	0.44222	0.43806	0.43805	0.47971	0.49623	0.49441	0.43876	0.43806	0.44436	0.49747	0.43882	0.44364	0.42652	0.42626	0.4355	0.44303	0.41754	0.50716	0.42743	0.41671	0.41283	0.41334	0.41122	0.42095	0.41237	0.5035	0.40772	0.39271	0.36636	0.35991	0.51082	0.51385	0.51081	0.86863	0.74015	0.74016	0.74013	0.65034	0.43826	0.20505	0.23529	0.28914	0.25785	0.25847	0.25421	0.25346	0.22853	0.25434	0.26389	0.27153	0.28284	0.27263	0.27564	0.27326	0.27321	0.27468	0.27451	0.30201	0.27177	0.27255	0.28059	0.28416	0.28725	0.28791	0.29025	0.37247	0.28795	0.2896	0.27405	0.27551	0.27307	0.27311	0.27467	0.27997	0.27336	0.27596	0.28331	0.27709	0.27841	0.31047	0.27436	0.31644	0.33581	0.33474	0.34273	0.29891	0.32848	0.32422	0.31142	0.31596	0.30364	0.30363	0.14147	0.2194	0.16392	0.27583	0.27582	0.18676	0.164	0.17344	0.22596	0.22597	0.17163	0.17483	0.17559	0.24551	0.25346	0.26026	0.14879	0.14793	0.14899	0.10527	0.11317	0.10999	0.07	0.06748	0.0591	0.06654	0.09023	0.06492	0.07163	0.01709	0.01953	0.0	0.0095	0.00497	0.03179	0.03771	0.0453	0.04102	0.041	0.041	0.04101	0.04432	0.04351	0.04136	0.03692	0.03852	0.03942	0.03851	0.0197	0.01645	0.02055	0.0189	0.11178	0.11831	0.1048	0.10864	0.11604	0.11109	0.1139	0.10729	0.1183	0.11889	0.11733	0.11023	0.11023	0.11177	0.11186	0.10854	0.11318	0.10846	0.13402	0.13318	0.05464	0.06854	0.06369	0.26924	0.14303	0.14149	0.14149	0.13781	0.15617	0.11385	0.11864	0.11855	0.12065	0.1237	0.12464	0.12634	0.12335	0.1345	0.16086	0.14773	0.15122	0.15461	0.1509	0.15199	0.15037	0.14939	0.15017	0.14548	0.15098	0.14935	0.15014	0.15015	0.14854	0.15459	0.14199	0.44035
Nannizzia_gypsea	0.51153	0.44884	0.44775	0.4499	0.45635	0.44695	0.53763	0.54592	0.44618	0.44388	0.44388	0.44388	0.44388	0.44617	0.44641	0.4462	0.44804	0.44389	0.44388	0.48554	0.50205	0.50023	0.44458	0.44389	0.45019	0.5033	0.44464	0.44947	0.43234	0.43209	0.44132	0.44885	0.42336	0.51299	0.43325	0.42253	0.41865	0.41916	0.41704	0.42678	0.4182	0.50933	0.41355	0.39853	0.37218	0.36573	0.51665	0.51967	0.51663	0.87445	0.74598	0.74598	0.74595	0.65616	0.44408	0.21087	0.24111	0.29497	0.26368	0.26429	0.26004	0.25929	0.23435	0.26017	0.26971	0.27735	0.28866	0.27845	0.28147	0.27909	0.27904	0.2805	0.28033	0.30784	0.27759	0.27837	0.28641	0.28998	0.29308	0.29373	0.29607	0.37829	0.29377	0.29542	0.27988	0.28133	0.27889	0.27894	0.2805	0.2858	0.27918	0.28178	0.28914	0.28291	0.28423	0.3163	0.28019	0.32226	0.34163	0.34056	0.34855	0.30473	0.33431	0.33005	0.31725	0.32179	0.30946	0.30946	0.14729	0.22522	0.16975	0.28165	0.28165	0.19258	0.16983	0.17927	0.23179	0.23179	0.17745	0.18065	0.18141	0.25133	0.25928	0.26608	0.15461	0.15375	0.15481	0.1111	0.11899	0.11581	0.07582	0.0733	0.06493	0.07237	0.09605	0.07074	0.07745	0.02292	0.02535	0.0095	0.0	0.00744	0.03761	0.04354	0.05112	0.04684	0.04682	0.04683	0.04683	0.05014	0.04933	0.04718	0.04275	0.04434	0.04524	0.04433	0.02552	0.02227	0.02637	0.02472	0.11761	0.12413	0.11062	0.11446	0.12186	0.11692	0.11972	0.11311	0.12413	0.12472	0.12315	0.11605	0.11605	0.11759	0.11769	0.11437	0.11901	0.11429	0.13985	0.139	0.06047	0.07437	0.06951	0.27506	0.14886	0.14731	0.14731	0.14363	0.162	0.11967	0.12446	0.12437	0.12648	0.12952	0.13047	0.13216	0.12917	0.14032	0.16669	0.15355	0.15705	0.16044	0.15672	0.15781	0.1562	0.15521	0.15599	0.15131	0.1568	0.15518	0.15597	0.15597	0.15436	0.16042	0.14781	0.44617
Microsporum_canis	0.507	0.44432	0.44322	0.44538	0.45182	0.44242	0.5331	0.54139	0.44165	0.43935	0.43935	0.43935	0.43935	0.44164	0.44188	0.44167	0.44351	0.43936	0.43935	0.48101	0.49752	0.4957	0.44005	0.43936	0.44566	0.49877	0.44011	0.44494	0.42781	0.42756	0.43679	0.44432	0.41883	0.50846	0.42872	0.418	0.41412	0.41463	0.41251	0.42225	0.41367	0.5048	0.40902	0.394	0.36765	0.3612	0.51212	0.51514	0.5121	0.86992	0.74145	0.74145	0.74142	0.65163	0.43955	0.20634	0.23658	0.29044	0.25915	0.25976	0.25551	0.25476	0.22982	0.25564	0.26518	0.27282	0.28413	0.27392	0.27694	0.27456	0.27451	0.27597	0.2758	0.30331	0.27306	0.27384	0.28188	0.28545	0.28855	0.2892	0.29154	0.37376	0.28924	0.29089	0.27535	0.2768	0.27436	0.27441	0.27597	0.28127	0.27465	0.27725	0.28461	0.27838	0.2797	0.31177	0.27566	0.31773	0.3371	0.33603	0.34402	0.3002	0.32978	0.32552	0.31272	0.31726	0.30493	0.30493	0.14276	0.22069	0.16522	0.27712	0.27712	0.18805	0.1653	0.17474	0.22726	0.22726	0.17292	0.17612	0.17688	0.2468	0.25475	0.26155	0.15008	0.14922	0.15028	0.10657	0.11446	0.11128	0.07129	0.06877	0.0604	0.06784	0.09152	0.06621	0.07292	0.01839	0.02082	0.00497	0.00744	0.0	0.03308	0.03901	0.04659	0.04231	0.04229	0.0423	0.0423	0.04561	0.0448	0.04265	0.03822	0.03981	0.04071	0.0398	0.02099	0.01774	0.02184	0.02019	0.11307	0.1196	0.10609	0.10993	0.11733	0.11238	0.11519	0.10858	0.1196	0.12019	0.11862	0.11152	0.11152	0.11306	0.11316	0.10984	0.11448	0.10976	0.13532	0.13447	0.05594	0.06983	0.06498	0.27053	0.14433	0.14278	0.14278	0.1391	0.15747	0.11514	0.11993	0.11984	0.12194	0.12499	0.12594	0.12763	0.12464	0.13579	0.16216	0.14902	0.15252	0.15591	0.15219	0.15328	0.15167	0.15068	0.15146	0.14678	0.15227	0.15065	0.15144	0.15144	0.14983	0.15589	0.14328	0.44164
Talaromyces_stipitatus	0.51838	0.45569	0.45459	0.45675	0.4632	0.4538	0.54448	0.55276	0.45303	0.45073	0.45073	0.45073	0.45073	0.45301	0.45326	0.45304	0.45489	0.45073	0.45072	0.49238	0.5089	0.50708	0.45143	0.45073	0.45703	0.51015	0.45149	0.45632	0.43919	0.43893	0.44817	0.4557	0.43021	0.51984	0.4401	0.42938	0.4255	0.42601	0.42389	0.43362	0.42504	0.51618	0.4204	0.40538	0.37903	0.37258	0.5235	0.52652	0.52348	0.8813	0.75283	0.75283	0.7528	0.66301	0.45093	0.21772	0.24796	0.30181	0.27053	0.27114	0.26689	0.26614	0.2412	0.26702	0.27656	0.2842	0.29551	0.2853	0.28832	0.28594	0.28589	0.28735	0.28718	0.31468	0.28444	0.28522	0.29326	0.29683	0.29993	0.30058	0.30292	0.38514	0.30062	0.30227	0.28673	0.28818	0.28574	0.28579	0.28735	0.29265	0.28603	0.28863	0.29599	0.28976	0.29108	0.32314	0.28704	0.32911	0.34848	0.34741	0.3554	0.31158	0.34115	0.3369	0.32409	0.32863	0.31631	0.31631	0.15414	0.23207	0.1766	0.2885	0.2885	0.19943	0.17668	0.18611	0.23863	0.23864	0.1843	0.1875	0.18826	0.25818	0.26613	0.27293	0.16146	0.1606	0.16166	0.11795	0.12584	0.12266	0.08267	0.08015	0.07178	0.07921	0.1029	0.07759	0.0843	0.02977	0.0322	0.03179	0.03761	0.03308	0.0	0.01582	0.0234	0.01912	0.0191	0.01911	0.01912	0.02242	0.02162	0.01946	0.01503	0.01663	0.01753	0.01662	0.03237	0.02912	0.03322	0.03157	0.12445	0.13098	0.11747	0.12131	0.12871	0.12376	0.12657	0.11996	0.13098	0.13156	0.13	0.1229	0.1229	0.12444	0.12453	0.12122	0.12586	0.12114	0.14669	0.14585	0.06732	0.08121	0.07636	0.28191	0.15571	0.15416	0.15416	0.15048	0.16885	0.12652	0.13131	0.13122	0.13332	0.13637	0.13732	0.13901	0.13602	0.14717	0.17353	0.1604	0.1639	0.16729	0.16357	0.16466	0.16304	0.16206	0.16284	0.15815	0.16365	0.16202	0.16281	0.16282	0.16121	0.16726	0.15466	0.45302
Aspergillus_terreus	0.5243	0.46162	0.46052	0.46268	0.46913	0.45972	0.5504	0.55869	0.45895	0.45666	0.45665	0.45665	0.45665	0.45894	0.45918	0.45897	0.46081	0.45666	0.45665	0.49831	0.51482	0.51301	0.45736	0.45666	0.46296	0.51607	0.45742	0.46224	0.44511	0.44486	0.4541	0.46162	0.43614	0.52576	0.44602	0.43531	0.43142	0.43193	0.42982	0.43955	0.43097	0.5221	0.42632	0.41131	0.38495	0.37851	0.52942	0.53244	0.52941	0.88723	0.75875	0.75876	0.75872	0.66894	0.45685	0.22365	0.25388	0.30774	0.27645	0.27707	0.27281	0.27206	0.24712	0.27294	0.28248	0.29012	0.30143	0.29122	0.29424	0.29186	0.29181	0.29327	0.2931	0.32061	0.29036	0.29114	0.29919	0.30275	0.30585	0.30651	0.30885	0.39106	0.30655	0.30819	0.29265	0.2941	0.29167	0.29171	0.29327	0.29857	0.29195	0.29456	0.30191	0.29568	0.297	0.32907	0.29296	0.33503	0.3544	0.35333	0.36133	0.3175	0.34708	0.34282	0.33002	0.33456	0.32223	0.32223	0.16006	0.23799	0.18252	0.29443	0.29442	0.20535	0.1826	0.19204	0.24456	0.24457	0.19022	0.19342	0.19418	0.26411	0.27205	0.27885	0.16738	0.16652	0.16758	0.12387	0.13176	0.12859	0.0886	0.08607	0.0777	0.08514	0.10883	0.08351	0.09022	0.03569	0.03812	0.03771	0.04354	0.03901	0.01582	0.0	0.01405	0.00977	0.00975	0.00975	0.00976	0.01307	0.01226	0.01011	0.00567	0.00727	0.00817	0.00726	0.0383	0.03505	0.03915	0.0375	0.13038	0.1369	0.12339	0.12723	0.13464	0.12969	0.1325	0.12588	0.1369	0.13749	0.13592	0.12882	0.12882	0.13037	0.13046	0.12714	0.13178	0.12706	0.15262	0.15177	0.07324	0.08714	0.08228	0.28784	0.16163	0.16008	0.16009	0.1564	0.17477	0.13244	0.13724	0.13714	0.13925	0.1423	0.14324	0.14494	0.14194	0.15309	0.17946	0.16633	0.16982	0.17321	0.16949	0.17059	0.16897	0.16798	0.16877	0.16408	0.16957	0.16795	0.16874	0.16874	0.16714	0.17319	0.16058	0.45895
Aspergillus_clavatus	0.53188	0.4692	0.4681	0.47026	0.47671	0.4673	0.55798	0.56627	0.46653	0.46424	0.46424	0.46424	0.46424	0.46652	0.46676	0.46655	0.4684	0.46424	0.46423	0.50589	0.52241	0.52059	0.46494	0.46424	0.47054	0.52365	0.465	0.46982	0.45269	0.45244	0.46168	0.4692	0.44372	0.53334	0.4536	0.44289	0.439	0.43951	0.4374	0.44713	0.43855	0.52968	0.4339	0.41889	0.39254	0.38609	0.537	0.54002	0.53699	0.89481	0.76633	0.76634	0.7663	0.67652	0.46443	0.23123	0.26146	0.31532	0.28403	0.28465	0.28039	0.27964	0.25471	0.28052	0.29007	0.2977	0.30901	0.2988	0.30182	0.29944	0.29939	0.30086	0.30068	0.32819	0.29795	0.29872	0.30677	0.31034	0.31343	0.31409	0.31643	0.39865	0.31413	0.31578	0.30023	0.30168	0.29925	0.29929	0.30085	0.30615	0.29953	0.30214	0.30949	0.30326	0.30458	0.33665	0.30054	0.34261	0.36198	0.36091	0.36891	0.32509	0.35466	0.3504	0.3376	0.34214	0.32982	0.32981	0.16764	0.24557	0.1901	0.30201	0.302	0.21294	0.19018	0.19962	0.25214	0.25215	0.1978	0.201	0.20176	0.27169	0.27963	0.28643	0.17496	0.17411	0.17516	0.13145	0.13934	0.13617	0.09618	0.09365	0.08528	0.09272	0.11641	0.0911	0.09781	0.04327	0.04571	0.0453	0.05112	0.04659	0.0234	0.01405	0.0	0.00971	0.00969	0.0097	0.01405	0.01736	0.01655	0.0144	0.01326	0.01485	0.01575	0.01484	0.04588	0.04263	0.04673	0.04508	0.13796	0.14449	0.13097	0.13481	0.14222	0.13727	0.14008	0.13346	0.14448	0.14507	0.1435	0.13641	0.13641	0.13795	0.13804	0.13472	0.13936	0.13464	0.1602	0.15935	0.08082	0.09472	0.08987	0.29542	0.16921	0.16767	0.16767	0.16398	0.18235	0.14003	0.14482	0.14472	0.14683	0.14988	0.15082	0.15252	0.14953	0.16067	0.18704	0.17391	0.1774	0.18079	0.17708	0.17817	0.17655	0.17557	0.17635	0.17166	0.17715	0.17553	0.17632	0.17632	0.17472	0.18077	0.16816	0.46653
